Entity,Code,Year,Renewables (TWh growth - equivalent)
CIS (EI),,2007,11.278931
CIS (EI),,2008,-59.326355
CIS (EI),,2009,26.413635
CIS (EI),,2010,-7.523987
CIS (EI),,2011,-14.932678
CIS (EI),,2012,-2.8631592
CIS (EI),,2013,41.265503
CIS (EI),,2014,-25.21344
CIS (EI),,2015,-17.986267
CIS (EI),,2016,52.684326
CIS (EI),,2017,9.470825
CIS (EI),,2018,8.047424
CIS (EI),,2019,12.496155
CIS (EI),,2020,45.61963
CIS (EI),,2021,10.893433
CIS (EI),,2022,-38.79126
Canada,CAN,1966,38.180634
Canada,CAN,1967,8.646271
Canada,CAN,1968,6.730072
Canada,CAN,1969,42.693024
Canada,CAN,1970,22.174438
Canada,CAN,1971,12.786041
Canada,CAN,1972,56.709137
Canada,CAN,1973,38.48523
Canada,CAN,1974,47.35028
Canada,CAN,1975,-24.238464
Canada,CAN,1976,32.474365
Canada,CAN,1977,23.208801
Canada,CAN,1978,44.872375
Canada,CAN,1979,26.899536
Canada,CAN,1980,20.63507
Canada,CAN,1981,45.870483
Canada,CAN,1982,-23.537048
Canada,CAN,1983,23.947754
Canada,CAN,1984,60.44989
Canada,CAN,1985,49.708435
Canada,CAN,1986,21.26947
Canada,CAN,1987,17.900269
Canada,CAN,1988,-25.383484
Canada,CAN,1989,-47.058533
Canada,CAN,1990,17.000977
Canada,CAN,1991,34.375244
Canada,CAN,1992,25.066528
Canada,CAN,1993,21.938599
Canada,CAN,1994,19.606445
Canada,CAN,1995,22.83551
Canada,CAN,1996,61.976013
Canada,CAN,1997,-15.437988
Canada,CAN,1998,-48.804016
Canada,CAN,1999,42.154846
Canada,CAN,2000,35.10681
Canada,CAN,2001,-78.39606
Canada,CAN,2002,46.95453
Canada,CAN,2003,-45.680298
Canada,CAN,2004,2.2380981
Canada,CAN,2005,61.287537
Canada,CAN,2006,-30.437988
Canada,CAN,2007,42.75525
Canada,CAN,2008,21.76709
Canada,CAN,2009,-20.299316
Canada,CAN,2010,-42.46631
Canada,CAN,2011,72.065796
Canada,CAN,2012,17.277344
Canada,CAN,2013,26.10669
Canada,CAN,2014,-28.826294
Canada,CAN,2015,32.213867
Canada,CAN,2016,19.403564
Canada,CAN,2017,20.98108
Canada,CAN,2018,-25.066895
Canada,CAN,2019,-16.21106
Canada,CAN,2020,12.675903
Canada,CAN,2021,-11.824219
Canada,CAN,2022,40.69104
Central America (EI),,1966,0.4051075
Central America (EI),,1967,0.5706992
Central America (EI),,1968,0.52930117
Central America (EI),,1969,0.5913973
Central America (EI),,1970,0.8152423
Central America (EI),,1971,0.29484463
Central America (EI),,1972,0.55208397
Central America (EI),,1973,0.40212345
Central America (EI),,1974,1.0077486
Central America (EI),,1975,-0.016069412
Central America (EI),,1976,1.5985575
Central America (EI),,1977,-0.057866096
Central America (EI),,1978,3.2652254
Central America (EI),,1979,2.2682
Central America (EI),,1980,2.1971493
Central America (EI),,1981,1.8868008
Central America (EI),,1982,-0.3052082
Central America (EI),,1983,1.3193798
Central America (EI),,1984,2.8857708
Central America (EI),,1985,2.1092243
Central America (EI),,1986,3.7633896
Central America (EI),,1987,1.2120686
Central America (EI),,1988,1.7963219
Central America (EI),,1989,3.2718544
Central America (EI),,1990,1.665165
Central America (EI),,1991,-0.5947685
Central America (EI),,1992,-0.20267105
Central America (EI),,1993,3.3650017
Central America (EI),,1994,-1.2916489
Central America (EI),,1995,-0.2642746
Central America (EI),,1996,5.246361
Central America (EI),,1997,-0.8559265
Central America (EI),,1998,-0.52667236
Central America (EI),,1999,8.819195
Central America (EI),,2000,2.4363213
Central America (EI),,2001,-4.491173
Central America (EI),,2002,2.9352303
Central America (EI),,2003,2.0642967
Central America (EI),,2004,3.004696
Central America (EI),,2005,3.7150383
Central America (EI),,2006,3.0643082
Central America (EI),,2007,0.72732544
Central America (EI),,2008,5.944893
Central America (EI),,2009,-1.9778976
Central America (EI),,2010,8.4403305
Central America (EI),,2011,-0.5296631
Central America (EI),,2012,6.7636185
Central America (EI),,2013,0.41897583
Central America (EI),,2014,2.3271103
Central America (EI),,2015,7.130554
Central America (EI),,2016,5.0013123
Central America (EI),,2017,10.735855
Central America (EI),,2018,4.9910355
Central America (EI),,2019,-10.208748
Central America (EI),,2020,11.145935
Central America (EI),,2021,10.569992
Central America (EI),,2022,2.4728775
Chile,CHL,1966,0.63279533
Chile,CHL,1967,0.25725746
Chile,CHL,1968,-2.0403214
Chile,CHL,1969,1.3572578
Chile,CHL,1970,0.8368273
Chile,CHL,1971,1.6950951
Chile,CHL,1972,2.6946564
Chile,CHL,1973,-0.4183483
Chile,CHL,1974,2.257965
Chile,CHL,1975,0.08692932
Chile,CHL,1976,0.69415283
Chile,CHL,1977,1.1164322
Chile,CHL,1978,0.8689861
Chile,CHL,1979,0.59210205
Chile,CHL,1980,1.2859211
Chile,CHL,1981,0.84095955
Chile,CHL,1982,2.3453293
Chile,CHL,1983,2.293583
Chile,CHL,1984,1.0480843
Chile,CHL,1985,3.21875
Chile,CHL,1986,2.51865
Chile,CHL,1987,2.9075584
Chile,CHL,1988,-0.6048393
Chile,CHL,1989,-5.9774857
Chile,CHL,1990,-2.6864357
Chile,CHL,1991,12.625736
Chile,CHL,1992,12.924919
Chile,CHL,1993,1.4333344
Chile,CHL,1994,-0.5706558
Chile,CHL,1995,4.5202484
Chile,CHL,1996,-5.004669
Chile,CHL,1997,6.1359825
Chile,CHL,1998,-10.746254
Chile,CHL,1999,-6.0567017
Chile,CHL,2000,16.035854
Chile,CHL,2001,8.272697
Chile,CHL,2002,4.300476
Chile,CHL,2003,-2.402176
Chile,CHL,2004,-4.0584793
Chile,CHL,2005,12.043213
Chile,CHL,2006,5.9038773
Chile,CHL,2007,-13.078835
Chile,CHL,2008,7.9583817
Chile,CHL,2009,1.6154175
Chile,CHL,2010,-9.174736
Chile,CHL,2011,-0.9075699
Chile,CHL,2012,4.219322
Chile,CHL,2013,2.2697144
Chile,CHL,2014,5.7394257
Chile,CHL,2015,7.2253647
Chile,CHL,2016,-3.1753693
Chile,CHL,2017,12.947556
Chile,CHL,2018,13.43972
Chile,CHL,2019,-2.737999
Chile,CHL,2020,3.210167
Chile,CHL,2021,1.7199249
Chile,CHL,2022,23.53347
China,CHN,1966,1.1499939
China,CHN,1967,-9.1738205
China,CHN,1968,10.310745
China,CHN,1969,1.1499939
China,CHN,1970,2.2999878
China,CHN,1971,14.897652
China,CHN,1972,11.460739
China,CHN,1973,11.460739
China,CHN,1974,14.3357315
China,CHN,1975,5.723839
China,CHN,1976,1.7249908
China,CHN,1977,5.7368927
China,CHN,1978,-8.598816
China,CHN,1979,15.760147
China,CHN,1980,28.579987
China,CHN,1981,21.562393
China,CHN,1982,26.319183
China,CHN,1983,35.49301
China,CHN,1984,1.1761322
China,CHN,1985,16.478882
China,CHN,1986,6.39032
China,CHN,1987,16.191406
China,CHN,1988,27.037933
China,CHN,1989,27.32544
China,CHN,1990,24.842438
China,CHN,1991,-6.0557556
China,CHN,1992,18.236816
China,CHN,1993,62.823425
China,CHN,1994,47.683807
China,CHN,1995,77.30313
China,CHN,1996,-13.983337
China,CHN,1997,27.794617
China,CHN,1998,8.307129
China,CHN,1999,-6.3446045
China,CHN,2000,76.791565
China,CHN,2001,157.81335
China,CHN,2002,27.574402
China,CHN,2003,-14.351501
China,CHN,2004,198.11609
China,CHN,2005,131.26404
China,CHN,2006,117.68408
China,CHN,2007,146.81885
China,CHN,2008,458.78174
China,CHN,2009,-7.6203613
China,CHN,2010,329.1516
China,CHN,2011,6.968994
China,CHN,2012,560.36694
China,CHN,2013,252.46948
China,CHN,2014,519.76855
China,CHN,2015,253.81543
China,CHN,2016,330.72778
China,CHN,2017,368.09375
China,CHN,2018,435.93164
China,CHN,2019,462.56787
China,CHN,2020,434.26758
China,CHN,2021,693.4043
China,CHN,2022,561.459
Colombia,COL,1966,1.1628942
Colombia,COL,1967,1.3366613
Colombia,COL,1968,1.4836931
Colombia,COL,1969,1.6173592
Colombia,COL,1970,1.8178596
Colombia,COL,1971,1.0960598
Colombia,COL,1972,2.0450916
Colombia,COL,1973,1.8579578
Colombia,COL,1974,3.1010532
Colombia,COL,1975,3.3835812
Colombia,COL,1976,1.5026073
Colombia,COL,1977,0.63455963
Colombia,COL,1978,4.833912
Colombia,COL,1979,3.5444145
Colombia,COL,1980,3.547184
Colombia,COL,1981,-0.5851097
Colombia,COL,1982,2.9383888
Colombia,COL,1983,0.38581848
Colombia,COL,1984,5.314049
Colombia,COL,1985,3.8840256
Colombia,COL,1986,8.54895
Colombia,COL,1987,5.6678658
Colombia,COL,1988,3.7799683
Colombia,COL,1989,6.690834
Colombia,COL,1990,2.1105042
Colombia,COL,1991,0.6648178
Colombia,COL,1992,-15.875626
Colombia,COL,1993,16.64402
Colombia,COL,1994,12.600838
Colombia,COL,1995,-0.0986557
Colombia,COL,1996,9.813461
Colombia,COL,1997,-11.3131485
Colombia,COL,1998,-1.8959503
Colombia,COL,1999,8.39196
Colombia,COL,2000,-8.400818
Colombia,COL,2001,1.8107147
Colombia,COL,2002,6.2068176
Colombia,COL,2003,5.786606
Colombia,COL,2004,5.6027374
Colombia,COL,2005,2.1250381
Colombia,COL,2006,10.242043
Colombia,COL,2007,4.048958
Colombia,COL,2008,4.6571503
Colombia,COL,2009,-12.075813
Colombia,COL,2010,0.3479843
Colombia,COL,2011,23.410828
Colombia,COL,2012,-2.267685
Colombia,COL,2013,-9.636612
Colombia,COL,2014,1.8432617
Colombia,COL,2015,-0.49842834
Colombia,COL,2016,5.322647
Colombia,COL,2017,26.878082
Colombia,COL,2018,-0.5121155
Colombia,COL,2019,-4.5725403
Colombia,COL,2020,-12.727112
Colombia,COL,2021,29.396774
Colombia,COL,2022,9.906952
Croatia,HRV,1991,4.7519417
Croatia,HRV,1992,-3.490779
Croatia,HRV,1993,0.6349659
Croatia,HRV,1994,2.5757322
Croatia,HRV,1995,0.74261475
Croatia,HRV,1996,6.445942
Croatia,HRV,1997,-5.967016
Croatia,HRV,1998,0.52231216
Croatia,HRV,1999,3.8612347
Croatia,HRV,2000,-2.6108322
Croatia,HRV,2001,2.0101452
Croatia,HRV,2002,-4.0152264
Croatia,HRV,2003,-1.2509708
Croatia,HRV,2004,6.167444
Croatia,HRV,2005,-1.7768688
Croatia,HRV,2006,-1.3016529
Croatia,HRV,2007,-5.476156
Croatia,HRV,2008,3.0216064
Croatia,HRV,2009,4.5333138
Croatia,HRV,2010,4.826391
Croatia,HRV,2011,-11.172986
Croatia,HRV,2012,0.1499443
Croatia,HRV,2013,10.906146
Croatia,HRV,2014,1.6339073
Croatia,HRV,2015,-6.703413
Croatia,HRV,2016,1.986948
Croatia,HRV,2017,-3.4005852
Croatia,HRV,2018,7.3360577
Croatia,HRV,2019,-3.3501034
Croatia,HRV,2020,0.5544834
Croatia,HRV,2021,5.4721737
Croatia,HRV,2022,-3.7697449
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Czechia,CZE,1966,-0.3789754
Czechia,CZE,1967,-0.614202
Czechia,CZE,1968,-1.2676067
Czechia,CZE,1969,-0.7971554
Czechia,CZE,1970,1.515902
Czechia,CZE,1971,-1.4853191
Czechia,CZE,1972,0.16559148
Czechia,CZE,1973,-0.54112935
Czechia,CZE,1974,2.1822581
Czechia,CZE,1975,-0.01478529
Czechia,CZE,1976,-1.0881715
Czechia,CZE,1977,1.5405912
Czechia,CZE,1978,-0.4051075
Czechia,CZE,1979,1.3690863
Czechia,CZE,1980,0.3134408
Czechia,CZE,1981,-0.9994621
Czechia,CZE,1982,-1.1561832
Czechia,CZE,1983,-0.044354916
Czechia,CZE,1984,-1.055645
Czechia,CZE,1985,1.1029568
Czechia,CZE,1986,0.6061826
Czechia,CZE,1987,1.7416673
Czechia,CZE,1988,-1.0822582
Czechia,CZE,1989,-1.3483872
Czechia,CZE,1990,-1.4252687
Czechia,CZE,1991,-0.21290326
Czechia,CZE,1992,0.94542
Czechia,CZE,1993,0.4391241
Czechia,CZE,1994,0.8185911
Czechia,CZE,1995,1.9736032
Czechia,CZE,1996,-0.3873806
Czechia,CZE,1997,-0.034039974
Czechia,CZE,1998,-0.56520796
Czechia,CZE,1999,1.2316403
Czechia,CZE,2000,-0.07278347
Czechia,CZE,2001,0.6590309
Czechia,CZE,2002,1.3906097
Czechia,CZE,2003,-3.3266263
Czechia,CZE,2004,2.192163
Czechia,CZE,2005,0.7581234
Czechia,CZE,2006,1.296133
Czechia,CZE,2007,-0.24047184
Czechia,CZE,2008,2.015644
Czechia,CZE,2009,3.6951294
Czechia,CZE,2010,3.9920406
Czechia,CZE,2011,4.644108
Czechia,CZE,2012,2.1842232
Czechia,CZE,2013,3.653656
Czechia,CZE,2014,0.3094883
Czechia,CZE,2015,0.4299221
Czechia,CZE,2016,-0.107336044
Czechia,CZE,2017,0.7720814
Czechia,CZE,2018,-0.78362465
Czechia,CZE,2019,2.0766163
Czechia,CZE,2020,1.1286049
Czechia,CZE,2021,0.585186
Czechia,CZE,2022,-0.4224968
Denmark,DNK,1966,0.0029569417
Denmark,DNK,1967,-0.0029569417
Denmark,DNK,1968,-0.011828054
Denmark,DNK,1969,0.0029572211
Denmark,DNK,1970,0.0059138834
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
Denmark,DNK,1975,-0.008871105
Denmark,DNK,1976,-0.005913891
Denmark,DNK,1977,0.020698886
Denmark,DNK,1978,0.011827923
Denmark,DNK,1979,0.014785133
Denmark,DNK,1980,0.02838695
Denmark,DNK,1981,0.0041397065
Denmark,DNK,1982,0.008279458
Denmark,DNK,1983,0.14023556
Denmark,DNK,1984,0.008279443
Denmark,DNK,1985,0.06191525
Denmark,DNK,1986,0.26403916
Denmark,DNK,1987,0.1768145
Denmark,DNK,1988,0.4193347
Denmark,DNK,1989,0.5217875
Denmark,DNK,1990,0.8211019
Denmark,DNK,1991,0.8389988
Denmark,DNK,1992,1.0550671
Denmark,DNK,1993,1.0114851
Denmark,DNK,1994,-0.1744566
Denmark,DNK,1995,0.34680367
Denmark,DNK,1996,0.7062683
Denmark,DNK,1997,2.5496817
Denmark,DNK,1998,2.9703627
Denmark,DNK,1999,1.3977194
Denmark,DNK,2000,3.5228996
Denmark,DNK,2001,0.77734756
Denmark,DNK,2002,2.7700882
Denmark,DNK,2003,3.8220634
Denmark,DNK,2004,4.1914845
Denmark,DNK,2005,0.7984638
Denmark,DNK,2006,-1.8446541
Denmark,DNK,2007,3.046051
Denmark,DNK,2008,-0.70046425
Denmark,DNK,2009,-0.10145378
Denmark,DNK,2010,7.1949654
Denmark,DNK,2011,5.7803955
Denmark,DNK,2012,2.6430206
Denmark,DNK,2013,2.8659172
Denmark,DNK,2014,5.3851013
Denmark,DNK,2015,2.304657
Denmark,DNK,2016,-1.3996658
Denmark,DNK,2017,9.631966
Denmark,DNK,2018,-3.2133484
Denmark,DNK,2019,6.119995
Denmark,DNK,2020,1.0364685
Denmark,DNK,2021,8.43396
Denmark,DNK,2022,5.197029
Eastern Africa (EI),,1966,3.3119507
Eastern Africa (EI),,1967,-0.46398163
Eastern Africa (EI),,1968,0.55330086
Eastern Africa (EI),,1969,2.111641
Eastern Africa (EI),,1970,10.136837
Eastern Africa (EI),,1971,-6.803747
Eastern Africa (EI),,1972,5.8823223
Eastern Africa (EI),,1973,1.0746384
Eastern Africa (EI),,1974,8.937603
Eastern Africa (EI),,1975,2.713974
Eastern Africa (EI),,1976,4.6399994
Eastern Africa (EI),,1977,6.955761
Eastern Africa (EI),,1978,-2.506012
Eastern Africa (EI),,1979,4.5616226
Eastern Africa (EI),,1980,-4.997219
Eastern Africa (EI),,1981,2.3978615
Eastern Africa (EI),,1982,2.1152534
Eastern Africa (EI),,1983,-0.59549713
Eastern Africa (EI),,1984,-1.4469528
Eastern Africa (EI),,1985,2.4908752
Eastern Africa (EI),,1986,-1.3880997
Eastern Africa (EI),,1987,-7.1544113
Eastern Africa (EI),,1988,6.3908463
Eastern Africa (EI),,1989,-1.7799797
Eastern Africa (EI),,1990,10.250759
Eastern Africa (EI),,1991,1.1937485
Eastern Africa (EI),,1992,-6.245224
Eastern Africa (EI),,1993,2.6566696
Eastern Africa (EI),,1994,0.059799194
Eastern Africa (EI),,1995,0.9683304
Eastern Africa (EI),,1996,0.14945984
Eastern Africa (EI),,1997,3.252739
Eastern Africa (EI),,1998,18.6324
Eastern Africa (EI),,1999,4.4096375
Eastern Africa (EI),,2000,5.66259
Eastern Africa (EI),,2001,11.764687
Eastern Africa (EI),,2002,7.915001
Eastern Africa (EI),,2003,1.5498123
Eastern Africa (EI),,2004,1.7683868
Eastern Africa (EI),,2005,2.9552536
Eastern Africa (EI),,2006,6.2568817
Eastern Africa (EI),,2007,9.82222
Eastern Africa (EI),,2008,-2.096115
Eastern Africa (EI),,2009,6.515915
Eastern Africa (EI),,2010,16.63205
Eastern Africa (EI),,2011,4.110733
Eastern Africa (EI),,2012,6.6433563
Eastern Africa (EI),,2013,10.617493
Eastern Africa (EI),,2014,14.093124
Eastern Africa (EI),,2015,2.2976074
Eastern Africa (EI),,2016,-9.597565
Eastern Africa (EI),,2017,6.870392
Eastern Africa (EI),,2018,10.345001
Eastern Africa (EI),,2019,5.044922
Eastern Africa (EI),,2020,10.601913
Eastern Africa (EI),,2021,12.568893
Eastern Africa (EI),,2022,8.493881
Ecuador,ECU,1966,0.10645169
Ecuador,ECU,1967,0.085752726
Ecuador,ECU,1968,0.04139781
Ecuador,ECU,1969,0.10645163
Ecuador,ECU,1970,0.12123644
Ecuador,ECU,1971,0.103494644
Ecuador,ECU,1972,0.014784932
Ecuador,ECU,1973,-0.029569983
Ecuador,ECU,1974,0.1922046
Ecuador,ECU,1975,0.37849438
Ecuador,ECU,1976,-0.068010926
Ecuador,ECU,1977,-0.13897824
Ecuador,ECU,1978,0.68897855
Ecuador,ECU,1979,-0.24247313
Ecuador,ECU,1980,0.48198915
Ecuador,ECU,1981,-0.27499986
Ecuador,ECU,1982,0.34301066
Ecuador,ECU,1983,2.442473
Ecuador,ECU,1984,4.470968
Ecuador,ECU,1985,0.13602066
Ecuador,ECU,1986,2.1674738
Ecuador,ECU,1987,1.6499996
Ecuador,ECU,1988,0.7569895
Ecuador,ECU,1989,0.37849522
Ecuador,ECU,1990,0.0966568
Ecuador,ECU,1991,0.26386166
Ecuador,ECU,1992,-0.30261803
Ecuador,ECU,1993,2.4736881
Ecuador,ECU,1994,2.2329407
Ecuador,ECU,1995,-4.15376
Ecuador,ECU,1996,3.497716
Ecuador,ECU,1997,0.5640812
Ecuador,ECU,1998,-0.08303642
Ecuador,ECU,1999,1.9830456
Ecuador,ECU,2000,1.2848282
Ecuador,ECU,2001,-1.734251
Ecuador,ECU,2002,1.1899796
Ecuador,ECU,2003,-1.1379585
Ecuador,ECU,2004,0.54418373
Ecuador,ECU,2005,-1.3320656
Ecuador,ECU,2006,0.71476173
Ecuador,ECU,2007,5.5051594
Ecuador,ECU,2008,6.151409
Ecuador,ECU,2009,-5.943493
Ecuador,ECU,2010,-1.7015858
Ecuador,ECU,2011,6.8699837
Ecuador,ECU,2012,2.9070797
Ecuador,ECU,2013,-3.3144398
Ecuador,ECU,2014,1.405653
Ecuador,ECU,2015,4.3949966
Ecuador,ECU,2016,7.3860435
Ecuador,ECU,2017,11.0438385
Ecuador,ECU,2018,1.1375847
Ecuador,ECU,2019,10.405685
Ecuador,ECU,2020,-1.1527634
Ecuador,ECU,2021,2.8225403
Ecuador,ECU,2022,-2.7596283
Egypt,EGY,1966,0.27443027
Egypt,EGY,1967,0.4181795
Egypt,EGY,1968,3.0579395
Egypt,EGY,1969,2.9272585
Egypt,EGY,1970,2.064763
Egypt,EGY,1971,1.0585175
Egypt,EGY,1972,0.33977127
Egypt,EGY,1973,-0.026137352
Egypt,EGY,1974,2.8488503
Egypt,EGY,1975,1.9994221
Egypt,EGY,1976,3.5806637
Egypt,EGY,1977,3.0579395
Egypt,EGY,1978,2.639761
Egypt,EGY,1979,-0.95397377
Egypt,EGY,1980,0.57499886
Egypt,EGY,1981,1.2153339
Egypt,EGY,1982,0.8232918
Egypt,EGY,1983,-1.9994221
Egypt,EGY,1984,-0.54886055
Egypt,EGY,1985,-1.4248924
Egypt,EGY,1986,-0.5204296
Egypt,EGY,1987,-0.0073928833
Egypt,EGY,1988,-0.41545677
Egypt,EGY,1989,1.9456978
Egypt,EGY,1990,1.3779564
Egypt,EGY,1991,-0.109407425
Egypt,EGY,1992,-0.34300995
Egypt,EGY,1993,0.86491966
Egypt,EGY,1994,1.8791656
Egypt,EGY,1995,1.3720436
Egypt,EGY,1996,0.86343765
Egypt,EGY,1997,0.8486595
Egypt,EGY,1998,0.98615265
Egypt,EGY,1999,3.986023
Egypt,EGY,2000,2.3839264
Egypt,EGY,2001,0.7094879
Egypt,EGY,2002,-1.4015121
Egypt,EGY,2003,-3.113758
Egypt,EGY,2004,0.07425308
Egypt,EGY,2005,-0.7627678
Egypt,EGY,2006,0.43304062
Egypt,EGY,2007,3.9766464
Egypt,EGY,2008,2.959465
Egypt,EGY,2009,-3.6723213
Egypt,EGY,2010,-1.4279823
Egypt,EGY,2011,0.6959381
Egypt,EGY,2012,0.13352203
Egypt,EGY,2013,-0.32567215
Egypt,EGY,2014,-0.46929932
Egypt,EGY,2015,2.0924911
Egypt,EGY,2016,0.30726624
Egypt,EGY,2017,-1.1213036
Egypt,EGY,2018,2.3086815
Egypt,EGY,2019,10.60545
Egypt,EGY,2020,10.411663
Egypt,EGY,2021,0.16590881
Egypt,EGY,2022,-2.2633743
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0.019153222
Estonia,EST,1996,-0.0031921957
Estonia,EST,1997,0.009576611
Estonia,EST,1998,0.012768751
Estonia,EST,1999,0.015020166
Estonia,EST,2000,0.1370295
Estonia,EST,2001,-0.0983878
Estonia,EST,2002,0.014653027
Estonia,EST,2003,0.031188361
Estonia,EST,2004,0.047598153
Estonia,EST,2005,0.13758358
Estonia,EST,2006,0.06644082
Estonia,EST,2007,0.050815552
Estonia,EST,2008,0.18071893
Estonia,EST,2009,1.0354561
Estonia,EST,2010,1.6450077
Estonia,EST,2011,0.34860802
Estonia,EST,2012,0.89600873
Estonia,EST,2013,-0.7690327
Estonia,EST,2014,0.54137444
Estonia,EST,2015,0.41649103
Estonia,EST,2016,0.028275013
Estonia,EST,2017,0.8360405
Estonia,EST,2018,0.6561165
Estonia,EST,2019,0.4512949
Estonia,EST,2020,2.2424574
Estonia,EST,2021,0.1982565
Estonia,EST,2022,0.26642513
Europe,,1966,99.80652
Europe,,1967,-8.978394
Europe,,1968,79.78491
Europe,,1969,17.925903
Europe,,1970,78.529175
Europe,,1971,17.043823
Europe,,1972,30.61206
Europe,,1973,18.033325
Europe,,1974,116.236206
Europe,,1975,0.39074707
Europe,,1976,-69.13013
Europe,,1977,268.74878
Europe,,1978,64.4729
Europe,,1979,75.11145
Europe,,1980,-7.328003
Europe,,1981,21.40918
Europe,,1982,-55.059326
Europe,,1983,67.012695
Europe,,1984,76.8324
Europe,,1985,-69.31775
Europe,,1986,-32.522095
Europe,,1987,102.56848
Europe,,1988,79.855835
Europe,,1989,-185.68091
Europe,,1990,50.034912
Europe,,1991,37.6532
Europe,,1992,57.150513
Europe,,1993,53.979736
Europe,,1994,41.716064
Europe,,1995,19.922363
Europe,,1996,-124.49243
Europe,,1997,94.02588
Europe,,1998,96.50098
Europe,,1999,56.53589
Europe,,2000,117.87793
Europe,,2001,44.55664
Europe,,2002,-166.9209
Europe,,2003,-83.65234
Europe,,2004,214.65161
Europe,,2005,81.39307
Europe,,2006,36.942383
Europe,,2007,145.39893
Europe,,2008,156.61353
Europe,,2009,102.352295
Europe,,2010,233.20337
Europe,,2011,-60.44287
Europe,,2012,329.8191
Europe,,2013,261.6338
Europe,,2014,85.04053
Europe,,2015,83.13745
Europe,,2016,88.47754
Europe,,2017,39.666504
Europe,,2018,251.93188
Europe,,2019,79.87158
Europe,,2020,369.0747
Europe,,2021,70.157715
Europe,,2022,-60.684082
Europe (EI),,1966,69.62695
Europe (EI),,1967,0.9298706
Europe (EI),,1968,36.407288
Europe (EI),,1969,-14.222351
Europe (EI),,1970,50.07965
Europe (EI),,1971,10.689453
Europe (EI),,1972,41.87268
Europe (EI),,1973,17.965088
Europe (EI),,1974,89.85449
Europe (EI),,1975,25.835205
Europe (EI),,1976,-90.83606
Europe (EI),,1977,236.16296
Europe (EI),,1978,-0.61621094
Europe (EI),,1979,71.09216
Europe (EI),,1980,-39.45691
Europe (EI),,1981,16.777954
Europe (EI),,1982,-15.143188
Europe (EI),,1983,41.851562
Europe (EI),,1984,16.15149
Europe (EI),,1985,54.41797
Europe (EI),,1986,-46.54187
Europe (EI),,1987,127.88635
Europe (EI),,1988,115.180664
Europe (EI),,1989,-214.71252
Europe (EI),,1990,44.23401
Europe (EI),,1991,32.72119
Europe (EI),,1992,55.33496
Europe (EI),,1993,70.85474
Europe (EI),,1994,26.909546
Europe (EI),,1995,34.170532
Europe (EI),,1996,-45.145752
Europe (EI),,1997,83.198
Europe (EI),,1998,100.32239
Europe (EI),,1999,28.020996
Europe (EI),,2000,96.08801
Europe (EI),,2001,-1.8514404
Europe (EI),,2002,-101.96277
Europe (EI),,2003,-58.33081
Europe (EI),,2004,189.96228
Europe (EI),,2005,73.72363
Europe (EI),,2006,51.0979
Europe (EI),,2007,114.2124
Europe (EI),,2008,187.72217
Europe (EI),,2009,88.34204
Europe (EI),,2010,305.4043
Europe (EI),,2011,-42.4209
Europe (EI),,2012,350.7827
Europe (EI),,2013,229.5232
Europe (EI),,2014,59.37085
Europe (EI),,2015,182.29126
Europe (EI),,2016,64.53589
Europe (EI),,2017,30.585205
Europe (EI),,2018,267.16626
Europe (EI),,2019,160.5669
Europe (EI),,2020,306.0791
Europe (EI),,2021,35.742188
Europe (EI),,2022,28.574707
European Union (27),,1966,58.536682
European Union (27),,1967,-23.3443
European Union (27),,1968,14.548767
European Union (27),,1969,-10.860168
European Union (27),,1970,41.69922
European Union (27),,1971,-4.0236206
European Union (27),,1972,33.93457
European Union (27),,1973,-2.1726074
European Union (27),,1974,58.846558
European Union (27),,1975,7.0358276
European Union (27),,1976,-99.71741
European Union (27),,1977,227.07672
European Union (27),,1978,-22.44983
European Union (27),,1979,43.249695
European Union (27),,1980,-44.48114
European Union (27),,1981,-12.4505005
European Union (27),,1982,-17.14093
European Union (27),,1983,18.074463
European Union (27),,1984,13.55481
European Union (27),,1985,20.47705
European Union (27),,1986,-47.032715
